Neutral Citation,Instrument
2021_IEHC_742,European Arrest Warrant Act
2021_IEHC_742,European Council Framework Decision
2021_IEHC_742,Licensing Act 1872
2021_IEHC_742,Misuse of Drugs Act
2021_IEHC_742,Road traffic Act
2021_IEHC_743,Defamation Act
2021_IEHC_744,Legal Services Regulation Act 2015
2021_IEHC_745,Dublin City Development Plan 2016
2021_IEHC_745,Planning and Development Act 2000
2021_IEHC_745,Planning and Development Regulations 2001
2021_IEHC_746,Consumer Contracts Regulations
2021_IEHC_746,Consumer Credit Act
2021_IEHC_746,Land and Conveyancing Law Reform Act
2021_IEHC_746,Registration of Title Act
2021_IEHC_747,European Convention
2021_IEHC_747,Immigration Act 1999
2021_IEHC_748,Aliens Act 1935
2021_IEHC_748,British Nationality Act 1948
2021_IEHC_748,Brussels Regulation
2021_IEHC_748,Education Act 1962
2021_IEHC_748,Equal Status Act 2000
2021_IEHC_748,European Communities (Reception Conditions) Regulations 2018
2021_IEHC_748,European Convention
2021_IEHC_748,Hague Convention
2021_IEHC_748,Health Insurance Act 1994
2021_IEHC_748,Human Rights Act 2003
2021_IEHC_748,Illegal Immigrants (Trafficking) Act
2021_IEHC_748,Immigration Act 1999
2021_IEHC_748,Immigration Act 2004
2021_IEHC_748,International Protection Act 2015
2021_IEHC_748,Irish Nationality and Citizenship Act 1956
2021_IEHC_748,Reception Conditions Directive
2021_IEHC_748,Road Traffic (Licencing of Drivers) Regulations 2006
2021_IEHC_748,Road Traffic Act 1961
2021_IEHC_748,Social Welfare (Consolidation) Act
2021_IEHC_749,Covid-19 Regulations
2021_IEHC_751,Legal Services Regulation Act 2015
2021_IEHC_752,FOI Act
2021_IEHC_752,Freedom of Information (Amendment) Act 2003
2021_IEHC_752,Freedom of Information Act 1997
2021_IEHC_752,Interpretation Act 2005
2021_IEHC_752,Legal Services Regulation Act 2015
2021_IEHC_753,Legal Services Regulation Act 2015
2021_IEHC_753,Teaching Council (Registration) Regulations 2016
2021_IEHC_753,Workplace Relations Act 2015
2021_IEHC_754,Civil Liability Act 1961
2021_IEHC_754,Legal Services Regulation Act 2015
2021_IEHC_755,Immigration Act
2021_IEHC_756,Health and Social Care Professionals Act 2005
2021_IEHC_756,Medical Practitioners Act 2007
2021_IEHC_758,Criminal Code
2021_IEHC_758,Criminal Justice (Amendment) Act 2009
2021_IEHC_758,Criminal Justice (Theft and Fraud Offences) Act
2021_IEHC_758,Criminal Justice Act 2006
2021_IEHC_758,European Arrest Warrant Act 2003
2021_IEHC_759,Children Act 2001
2021_IEHC_759,Road Traffic Act 1961
2021_IEHC_76,Civil Registration Act 2004
2021_IEHC_76,United Nations Convention
2021_IEHC_761,Companies Act
2021_IEHC_761,Registration of Title Act
2021_IEHC_762,Statute of Limitations Act
2021_IEHC_765,Criminal Law (Amendment) Act 1990
2021_IEHC_765,Criminal Law (Rape) (Amendment) Act 1990
2021_IEHC_765,Offences Against the Person Act 1861
2021_IEHC_765,Petty Sessions (Ireland) Act 1851
2021_IEHC_766,European Convention
2021_IEHC_766,Human Rights Act 2003
2021_IEHC_766,Illegal Immigrants (Trafficking) Act 2000
2021_IEHC_766,Immigration Act 1999
2021_IEHC_766,Immigration Act 2004
2021_IEHC_773,Courts Act 1936
2021_IEHC_773,Landlord and Tenant (Amendment) Act 1980
2021_IEHC_774,Adoption Act 1976
2021_IEHC_774,Adoption Act 1952
2021_IEHC_774,Hague Convention
2021_IEHC_774,International Protection Act 2015
2021_IEHC_774,Interpretation Act 2005
2021_IEHC_774,Interpretation Act 2005
2021_IEHC_774,Status of Children Act 1987
2021_IEHC_776,Medical Practitioners Act 2007
2021_IEHC_777,Council Directive 85/337
2021_IEHC_777,EIA Directive
2021_IEHC_777,European Communities (Water Policy) Regulations 2003
2021_IEHC_777,Water Framework Directive
2021_IEHC_778,Statute of Limitations Act
2021_IEHC_780,Courts of Justice Act 1947
2021_IEHC_780,Income Tax Act 1967
2021_IEHC_780,Interpretation Act 2005
2021_IEHC_780,Taxes Consolidation Act
2021_IEHC_780,Valuation Act 1988
2021_IEHC_781,International Protection Act 2015
2021_IEHC_781,Refugee Act 1996
2021_IEHC_782,Solicitors (Amendment) Act 1960
2021_IEHC_782,Solicitors (Amendment) Act 1994
2021_IEHC_782,Solicitors Accounts Regulations
2021_IEHC_784,Adoption Act
2021_IEHC_784,Adoption Act 1991
2021_IEHC_784,Adoption Act 2010
2021_IEHC_784,Constitution
2021_IEHC_784,European Convention
2021_IEHC_784,Hague Convention
2021_IEHC_785,European Convention
2021_IEHC_785,Human Rights Act 2003
2021_IEHC_785,Interpretation Act 2005
2021_IEHC_785,Irish Nationality and Citizenship Act 1956
2021_IEHC_785,Passport Act 2008
2021_IEHC_786,Conveyancing Act
2021_IEHC_786,Conveyancing and Law of Property Act 1881
2021_IEHC_786,Land and Conveyancing Law Reform Act 2009
2021_IEHC_786,Land and Conveyancing Law Reform Act 2013
2021_IEHC_786,Registration of Title Act 1964
2021_IEHC_786,Statute of Frauds
2021_IEHC_787,International Protection Act 2015
2021_IEHC_787,Refugee Act 1996
2021_IEHC_788,Copyright and Related Rights Act 2000
2021_IEHC_789,European Convention
2021_IEHC_789,Human Rights Act 2003
2021_IEHC_790,Brussels Regulation
2021_IEHC_790,Hague Convention
2021_IEHC_790,Statute of Limitations Act 1957
2021_IEHC_791,Legal Services Regulation Act 2015
2021_IEHC_792,Legal Services Regulation Act 2015
2021_IEHC_793,Asset Covered Securities Act 2001
2021_IEHC_793,Land and Conveyancing Law Reform Act 2009
2021_IEHC_794,Coroners Act 1962
2021_IEHC_794,Local Government (Planning and Development) Act
2021_IEHC_795,Hague Convention
2021_IEHC_795,Legal Services Regulation Act 2015
2021_IEHC_795,Lugano Convention
2021_IEHC_796,Courts Act 1981
2021_IEHC_796,Courts of Justice Act 1924
2021_IEHC_796,Registration of Deeds and Title Act 2006
2021_IEHC_797,International Protection Act 2015
2021_IEHC_798,Broadcasting Act
2021_IEHC_798,Civil Liability Act 1961
2021_IEHC_798,Civil Liability and Courts Act 2004
2021_IEHC_798,Defamation Act 2009
2021_IEHC_798,Equal Status Act
2021_IEHC_798,European Convention
2021_IEHC_798,Lis Pendens Act
2021_IEHC_800,Legal Services Regulation Act 2015
2021_IEHC_802,Civil Partnership and Certain Rights and Obligations of Cohabitants Act 2010
2021_IEHC_802,Health Insurance Act 1944
2021_IEHC_806,Dublin III Regulation
2021_IEHC_806,European Communities (Reception Conditions) Regulations 2018
2021_IEHC_806,International Protection Act 2015
2021_IEHC_806,Reception Conditions Directive
2021_IEHC_806,Reception Conditions Regulations
2021_IEHC_806,Reception Conditions Directive
2021_IEHC_810,Legal Services Regulation Act
2021_IEHC_811,Building Control Act 1990
2021_IEHC_811,Building Regulations
2021_IEHC_811,Companies Act
2021_IEHC_811,Constitution
2021_IEHC_811,Environment (Miscellaneous Provisions) Act
2021_IEHC_811,Equal Status Act
2021_IEHC_811,Family Home Protection Act
2021_IEHC_811,Landlord and Tenant Act
2021_IEHC_811,Multi-Unit Development Act
2021_IEHC_811,Planning and Development Act 2000
2021_IEHC_812,Adoption Act 2010
2021_IEHC_812,Child Care Act 1991
2021_IEHC_812,Sex Offenders Act 2001
2021_IEHC_815,Taxes Consolidation Act
2021_IEHC_816,Legal Services Regulation Act 2015
2021_IEHC_817,International Protection Act 2015
2021_IEHC_817,International Protection Act
2021_IEHC_819,Children Act 2001
2021_IEHC_819,Criminal Damage Act 1991
2021_IEHC_819,Criminal Justice Act 1999
2021_IEHC_819,Misuse of Drugs Act
2021_IEHC_82,Criminal Justice (United Nations Convention Against Torture) Act
2021_IEHC_82,Employment Permits (Amendment) Act 2014
2021_IEHC_82,European Convention
2021_IEHC_82,Freedom of Information Act 1997
2021_IEHC_82,Gas Act 1976
2021_IEHC_82,Illegal Immigrants (Trafficking) Act 2000
2021_IEHC_82,Immigration Act 1999
2021_IEHC_82,Immigration Act 2004
2021_IEHC_82,International Protection Act 2015
2021_IEHC_82,International Protection Act 2016
2021_IEHC_82,Refugee Act 1996
2021_IEHC_821,Employment Permits Act 2006
2021_IEHC_821,Legal Services Regulation Act 2015
2021_IEHC_824,Education Act 1998
2021_IEHC_825,Consumer Protection Code
2021_IEHC_825,Data Protection Act 1988
2021_IEHC_825,Defamation Act
2021_IEHC_825,European Convention
2021_IEHC_825,General Data Protection Regulation
2021_IEHC_825,Human Rights Act
2021_IEHC_825,Legal Services Regulation Act
2021_IEHC_825,Lisbon Treaty
2021_IEHC_826,Companies Act 2014
2021_IEHC_826,Industrial and Provident Societies Act 1893
2021_IEHC_827,Customs Consolidation Act
2021_IEHC_827,European Arrest Warrant Act
2021_IEHC_827,European Convention
2021_IEHC_827,European Council Framework Decision
2021_IEHC_828,Criminal Code
2021_IEHC_828,Criminal Justice (Theft and Fraud Offences) Act
2021_IEHC_828,European Convention
2021_IEHC_828,Extradition Act
2021_IEHC_828,Offences Against the Person Act
2021_IEHC_828,Official Secrets Act
2021_IEHC_828,Prison Act
2021_IEHC_829,Adoption Act 2010
2021_IEHC_829,Adoption Act 2010
2021_IEHC_830,European Arrest Warrant Act
2021_IEHC_830,European Convention
2021_IEHC_830,European Council Framework Decision
2021_IEHC_830,European Prison Rules
2021_IEHC_830,United Nations Standard Minimum Rules
2021_IEHC_831,Child Trafficking and Pornography Act
2021_IEHC_831,Criminal Justice and Immigration Act
2021_IEHC_831,European Arrest Warrant Act
2021_IEHC_831,European Council Framework Decision
2021_IEHC_831,Misuse of Drugs Act
2021_IEHC_831,Offences Against the Person Act
2021_IEHC_834,EU Birds Directive
2021_IEHC_834,Habitats Directive
2021_IEHC_834,Natura 2000
2021_IEHC_834,Planning and Development Act 2000
2021_IEHC_835,Immigration Act 1999
2021_IEHC_835,Refugee Act 1996
2021_IEHC_837,European Arrest Warrant Act 2003
2021_IEHC_837,Road Traffic Act
2021_IEHC_837,Criminal Justice (Theft and Fraud Offences) Act 2001
2021_IEHC_838,European Arrest Warrant Act
2021_IEHC_838,European Convention
2021_IEHC_838,Council Framework Decision 2009/299/JHA
2021_IEHC_838,Licensing Act 1872
2021_IEHC_838,Road Traffic Act 2010
2021_IEHC_839,Criminal Justice (Theft and Fraud Offences) Act
2021_IEHC_839,European Arrest Warrant Act 2003
2021_IEHC_839,European Convention
2021_IEHC_840,European Arrest Warrant Act
2021_IEHC_840,European Council Framework Decision
2021_IEHC_840,Council Framework Decision 2009/299/JHA
2021_IEHC_841,International Protection Act 2015
2021_IEHC_842,Interpretation Act 2005
2021_IEHC_842,Bankruptcy Act
2021_IEHC_842,Companies Act
2021_IEHC_842,Investment Intermediaries Act 1995
2021_IEHC_844,Civil Liability Act 1961
2021_IEHC_844,Occupiers Liability Act
2021_IEHC_845,Hague Convention
2021_IEHC_846,Criminal Justice (Theft and Fraud Offences) Act
2021_IEHC_846,European Arrest Warrant Act
2021_IEHC_846,European Convention
2021_IEHC_846,Council Framework Decision 2009/299/JHA
2021_IEHC_846,European Council Framework Decision
2021_IEHC_846,Council Framework Decision 2002/584
2021_IEHC_847,Criminal Justice (Public Order) Act
2021_IEHC_847,Criminal Justice (Theft and Fraud Offences) Act
2021_IEHC_847,European Arrest Warrant Act
2021_IEHC_847,European Convention
2021_IEHC_847,European Council Framework Decision
2021_IEHC_85,EU Treaty
2021_IEHC_850,Constitution 2014 
2021_IEHC_850,Constitution 2020
2021_IEHC_852,Land and Conveyancing Law Reform Act
2021_IEHC_854,Civil Liability and Courts Act 2004
2021_IEHC_89,European Arrest Warrant Act
2021_IEHC_89,European Convention
2021_IEHC_90,Criminal Justice (Theft and Fraud Offences) Act
2021_IEHC_90,European Arrest Warrant Act
2021_IEHC_90,European Convention
2021_IEHC_95,European Arrest Warrant Act
2021_IEHC_95,European Convention
2021_IESC_14,European Convention
2021_IESC_14,International Protection Act
2021_IESC_14,Legal Services Regulation Act
2021_IESC_27,Constitution
2021_IESC_27,European Arrest Warrant Act 2003
2021_IESC_27,European Convention
2021_IESC_32,Citizenship Directive
2021_IESC_32,Council Directive 2004/83
2021_IESC_32,European Communities (Free Movement of Persons) Regulations 2015
2021_IESC_32,European Convention
2021_IESC_32,Immigration Act 1999
2021_IESC_32,Immigration Act 2004
2021_IESC_32,International Protection Act 2015
2021_IESC_32,Refugee Act 1996
2021_IESC_32,Immigration Act 2004
2021_IESC_6,Irish Nationality and Citizenship Act
2021_IESC_61,Commission of Investigation Act 2004
2021_IESC_61,Constitution
2021_IESC_61,Criminal Justice Act 1967
2021_IESC_61,European Convention
2021_IESC_61,Human Rights Act 2003
2021_IESC_65,Constitution
2021_IESC_65,Legal Services Regulation Act 2015
2021_IESC_65,Prison Act 2007
2021_IESC_65,Prison Rules 2007
2021_IESC_66,Central Fund Act
2021_IESC_66,Civil Service Regulation Act
2021_IESC_66,Constitution 1922 
2021_IESC_66,Courts (Supplemental Provisions) Act 1961
2021_IESC_66,Courts of Justice Act 1924
2021_IESC_66,Courts of Justice Act 1936
2021_IESC_66,Criminal Justice (Evidence) Act
2021_IESC_66,Environment (Miscellaneous Provisions) Act 2011
2021_IESC_66,Garda Siochana Act
2021_IESC_66,Housing Act 1966
2021_IESC_66,Legal Services Regulation Act 2015
2021_IESC_66,Petty Sessions (Ireland) Act 1851
2021_IESC_67,European Convention
2021_IESC_67,Legal Services Regulation Act
2021_IESC_68,Criminal Justice Act
2021_IESC_68,ECHR Act 2003
2021_IESC_68,European Convention
2021_IESC_68,Human Rights Act
2021_IESC_69,Legal Services Regulation Act 2015
2021_IESC_73,European Convention
2021_IESC_73,Legal Services Regulation Act
2021_IESC_74,Criminal Evidence Act 1992
2021_IESC_74,Criminal Justice Act 1984
2021_IESC_74,Criminal Justice Act 2006
2021_IESC_74,Criminal Procedure Act 1967
2021_IESC_74,Medical Practitioners Act 1978
2021_IESC_75,Finance Act 1999
2021_IESC_75,Waste Management Act 1996
2021_IESC_77,Employment Rights Act 1996
2021_IESC_77,Enterprise and Regulatory Reform Act 2013
2021_IESC_77,Interpretation Act 2005
2021_IESC_77,Protected Disclosures Act 2014
2021_IESC_77,Public Interest Disclosure Act
2021_IESC_77,Unfair Dismissals Act 1977
2021_IESC_78,ECHR Act 2003
2021_IESC_78,Legal Services Regulation Act
2021_IESC_79,Constitution Act 2013
2021_IESC_79,EIA Directive
2021_IESC_79,Environmental Impact Assessment Directive 2011/92
2021_IESC_79,Habitats Directive
2021_IESC_79,Habitats Directive 92/43/EEC
2021_IESC_79,Natura 2000
2021_IESC_79,Planning and Development Act 2000
2021_IESC_79,Surface Water Regulations
2021_IESC_79,Water Framework Directive 2006/60
2021_IESC_80,European Arrest Warrant Act 2003
2021_IESC_81,Companies Act 1963
2021_IESC_81,Employment Permits (Amendment) Act 2014
2021_IESC_81,Employment Permits Act 2003
2021_IESC_81,Employment Permits Act 2006
2021_IESC_81,Immigration Act 2004
2021_IESC_81,Land and Conveyancing Law Reform Act 2009
2021_IESC_81,Protection of Employees (Employers’ Insolvency) Act 1984
2021_IESC_81,Social Welfare (Consolidation) Act 1981
2021_IESC_81,Social Welfare (Consolidation) Act 2005
2021_IESC_81,Unfair Dismissals (Amendment) Act 1993
2021_IESC_81,Unfair Dismissals Act 1977
2021_IESC_81,US Constitution
2021_IESC_82,Courts (Supplemental Provisions) Act 1961
2021_IESC_82,Courts of Justice Act 1936
2021_IESC_82,Courts of Justice Act 1947
2021_IESC_82,Criminal Justice (Theft and Fraud Offences) Act 2001
2021_IESC_82,Criminal Procedure Act 1967
2021_IESC_82,Disability Act 2005
2021_IESC_82,Income Tax Act
2021_IESC_82,Planning and Development Act 2000
2021_IESC_83,EIA Directive
2021_IESC_83,Environmental Impact Assessment Directive 2011/92
2021_IESC_83,Habitats Directive 92/43/EEC
2021_IESC_83,Natura 2000
2021_IESC_83,Surface Water Regulations
2021_IESC_83,Water Framework Directive 2006/60
2022_IECA_100,Aarhus Convention
2022_IECA_100,EIA Directive
2022_IECA_100,Environment (Miscellaneous Provisions) Act 2011
2022_IECA_100,Habitats Directive
2022_IECA_100,Habitats Regulations 2011
2022_IECA_100,Legal Services Regulation Act 2015
2022_IECA_100,Planning and Development Act 2000
2022_IECA_100,Planning and Development Regulations 2001
2022_IECA_101,Companies Act
2022_IECA_101,European Convention
2022_IECA_101,Succession Act
2022_IECA_102,Family Law (Divorce) Act 1996
2022_IECA_102,Family Law Act 1995
2022_IECA_103,Adoption Act
2022_IECA_103,Probation Act
2022_IECA_103,Statute of Limitations Act
2022_IECA_104,Brussels Regulation
2022_IECA_104,Lugano Convention
2022_IECA_104,New Zealand Privacy Act 1993
2022_IECA_105,Mental Health Act 2001
2022_IECA_107,Child Care (Amendment) Act 2011
2022_IECA_107,Child Care Act 1991
2022_IECA_108,European Convention
2022_IECA_108,Human Rights Act 2003
2022_IECA_108,Immigration Act
2022_IECA_112,Civil Liability Act 1961
2022_IECA_112,European Convention
2022_IECA_113,Criminal Evidence Act 1992
2022_IECA_113,Criminal Justice Act 1988
2022_IECA_113,Criminal Procedure Act 1992
2022_IECA_113,Criminal Procedure Act 1993
2022_IECA_113,ECHR Act 2003
2022_IECA_113,European Convention
2022_IECA_113,Human Rights Act 2003
2022_IECA_113,Offences Against the State Act 1939
2022_IECA_113,Statute of Limitations Act 1957
2022_IECA_114,Misuse of Drugs Act
2022_IECA_114,Theft Act
2022_IECA_115,Civil Liability and Courts Act
2022_IECA_115,European Convention
2022_IECA_117,Courts of Justice Act
2022_IECA_117,Data Protection Act 1988
2022_IECA_117,Data Protection Act 2003
2022_IECA_117,Data Protection Act 2018
2022_IECA_117,General Data Protection Regulation
2022_IECA_118,Criminal Damage Act 1991
2022_IECA_118,Criminal Justice Act 2006
2022_IECA_118,Criminal Procedure Act 1865
2022_IECA_118,Criminal Procedure Act 1967
2022_IECA_118,Person Act 1997
2022_IECA_12,Companies (Consolidation) Act 1908
2022_IECA_12,Companies Act 1963
2022_IECA_12,Companies Act 2014
2022_IECA_120,Bangalore Principles of Judicial Conduct 2002
2022_IECA_120,Companies Act 1963
2022_IECA_120,European Convention
2022_IECA_120,Human Rights Act 2003
2022_IECA_120,Judicial Council Act 2019
2022_IECA_122,Children Act
2022_IECA_122,Criminal Justice Act 1993
2022_IECA_122,Criminal Law (Rape) (Amendment) Act
2022_IECA_122,Criminal Law (Sexual Offences) Act
2022_IECA_122,United Nations Convention
2022_IECA_123,Criminal Justice Act
2022_IECA_123,EIA Directive
2022_IECA_123,Illegal Immigrants (Trafficking) Act
2022_IECA_123,Local Government (Planning and Development) Act
2022_IECA_123,Proceeds of Crime Act
2022_IECA_124,Employment Rights Act 1996
2022_IECA_125,European Arrest Warrant Act 2003
2022_IECA_125,European Convention
2022_IECA_125,Council Framework Decision 2009/299/JHA
2022_IECA_125,Extradition Act
2022_IECA_126,EIA Directive
2022_IECA_126,European Directive
2022_IECA_126,Habitats Directive
2022_IECA_126,Illegal Immigrants (Trafficking) Act 2000
2022_IECA_126,Immigration Act 1999
2022_IECA_126,Planning and Development Act 2000
2022_IECA_126,Refugee Act 1996
2022_IECA_127,Companies (Amendment) Act
2022_IECA_127,Land and Conveyancing Law Reform Act
2022_IECA_127,Stamp Duties Consolidation Act
2022_IECA_127,Statute of Frauds
2022_IECA_127,Taxes Consolidation Act
2022_IECA_128,Sex Offenders Act 2001
2022_IECA_129,Civil Liability and Courts Act 2004
2022_IECA_129,Mental Health Act 2001
2022_IECA_130,Family Home Protection Act
2022_IECA_130,Land and Conveyancing Law Reform Act 2009
2022_IECA_130,Registration of Title Act 1964
2022_IECA_131,European Communities Act 1972
2022_IECA_131,Official Languages Act 2003
2022_IECA_131,Remedies Directive
2022_IECA_131,Remedies Regulations
2022_IECA_132,Statute of Limitations Act
2022_IECA_132,Statute of Limitations (Amendment) Act
2022_IECA_132,Statute of Limitations Act 1957
2022_IECA_135,Criminal Procedure Act 2010
2022_IECA_135,Firearms and Offensive Weapons Act 1990
2022_IECA_136,Courts (Supplemental Provisions) Act 1961
2022_IECA_136,Courts of Justice Act 1924
2022_IECA_136,Criminal Law (Rape) (Amendment) Act 1990
2022_IECA_136,Criminal Law (Rape) Act 1981
2022_IECA_136,Criminal Procedure Act 1993
2022_IECA_136,Offences Against the Person Act 1861
2022_IECA_136,Sex Offenders Act 2001
2022_IECA_139,Administration of Estates Act
2022_IECA_139,Companies Act
2022_IECA_139,Criminal Justice Act 1994
2022_IECA_139,Statute of Limitations Act 1957
2022_IECA_139,Succession Act
2022_IECA_14,Irish Medicines Board Act
2022_IECA_14,Misuse of Drugs Act 1977
2022_IECA_14,Misuse of Drugs Act 1984
2022_IECA_140,Misuse of Drugs Act
2022_IECA_141,Employment Permits (Amendments) Act
2022_IECA_141,European Convention
2022_IECA_141,Illegal Immigrants (Trafficking) Act 2000
2022_IECA_141,International Protection Act 2015
2022_IECA_141,Refugee Act
2022_IECA_142,Companies Act 2014
2022_IECA_142,Legal Services Regulation Act 2015
2022_IECA_143,Criminal Justice (Theft and Fraud Offences) Act 2001
2022_IECA_143,Misuse of Drugs Act
2022_IECA_143,Public Order Act
2022_IECA_145,Legal Services Act 2015
2022_IECA_145,Legal Services Regulation Act
2022_IECA_145,Mediation Act 2017
2022_IECA_149,Criminal Law (Rape) (Amendment) Act 1990
2022_IECA_149,Criminal Law (Rape) Act 1981
2022_IECA_149,Criminal Law (Sexual Offences) Act 2017
2022_IECA_149,Offences Against the Person Act
2022_IECA_150,Criminal Justice (Public Order) Act 1994
2022_IECA_150,Misuse of Drugs Act 1977
2022_IECA_17,Misuse of Drugs Act 1977
2022_IECA_18,Criminal Justice (Theft and Fraud Offences) Act 2001
2022_IECA_18,Criminal Justice Act 1984
2022_IECA_19,Civil Service Regulation Act
2022_IECA_19,Personal Injuries Assessment Board Act
2022_IECA_19,Statute of Limitations Act
2022_IECA_2,Legal Services Regulation Act 2015
2022_IECA_2,Solicitors (Amendment) Act 1960
2022_IECA_2,Solicitors (Amendment) Act 1994
2022_IECA_20,Offences Against the Person Act 1861
2022_IECA_21,Companies Act 1985
2022_IECA_21,Companies Act 2003
2022_IECA_21,Companies Act 2014
2022_IECA_21,Credit Institutions (Stabilisation) Act 2010
2022_IECA_22,Credit Institutions (Stabilisation) Act 2010
2022_IECA_24,Lunacy Act
2022_IECA_24,Mental Health Act 2001
2022_IECA_24,Mental Treatment Act 1930
2022_IECA_24,Mental Treatment Act 1945
2022_IECA_28,Civil Liability Act 1961
2022_IECA_3,Criminal Justice Act 1984
2022_IECA_30,Children Act
2022_IECA_30,Criminal Justice (Miscellaneous Provisions) Act
2022_IECA_33,Companies Act 2014
2022_IECA_33,Legal Services Regulation Act 2015
2022_IECA_34,Companies Act 2014
2022_IECA_35,Interpretation Act 2005
2022_IECA_35,Valuation Act 2001
2022_IECA_36,Bail Act
2022_IECA_36,Criminal Justice (Theft and Fraud Offences) Act 2001
2022_IECA_36,Criminal Justice Act 1984
2022_IECA_37,Criminal Damage Act
2022_IECA_37,Road Traffic Act 1961
2022_IECA_4,Children Act 2001
2022_IECA_4,Criminal Evidence Act 1992
2022_IECA_4,Criminal Justice (Sexual Offences) Act 1993
2022_IECA_4,Criminal Justice (Victims of Crime) Act
2022_IECA_4,Criminal Justice Act 1993
2022_IECA_4,Criminal Procedure Act 2010
2022_IECA_4,Person Act 1997
2022_IECA_40,Criminal Justice Act
2022_IECA_40,Criminal Law (Sexual Offences) Act 2017
2022_IECA_40,Sex Offenders Act 2001
2022_IECA_41,European Convention
2022_IECA_41,Legal Services Act 2015
2022_IECA_41,Legal Services Regulation Act 2015
2022_IECA_42,Criminal Law (Sexual Offences) Act
2022_IECA_42,Extradition Act
2022_IECA_43,Misuse of Drugs Act 1977
2022_IECA_44,Criminal Damage Act
2022_IECA_44,Criminal Justice (Public Order) Act
2022_IECA_44,Criminal Justice (Theft and Fraud Offences) Act 2001
2022_IECA_45,Criminal Justice (Theft and Fraud Offences) Act 2001
2022_IECA_45,Misuse of Drugs Act 1977
2022_IECA_46,Criminal Justice (Legal Aid) Act 1962
2022_IECA_46,Criminal Justice (Public Order) Act 1994
2022_IECA_46,Criminal Justice (Theft and Fraud Offences) Act 2001
2022_IECA_46,Criminal Justice Act 1984
2022_IECA_46,Person Act 1997
2022_IECA_47,Land and Conveyancing Law Reform Act 2009
2022_IECA_47,Statute of Limitations Act 1957
2022_IECA_48,Companies Act 1963
2022_IECA_48,Companies Act 2014
2022_IECA_48,Criminal Justice Act 2011
2022_IECA_48,EU Treaty
2022_IECA_48,European Union (Anti-Money Laundering: Beneficial Ownership of Corporate Entities) Regulations 2016
2022_IECA_48,Legal Services Regulation Act 2015
2022_IECA_49,Companies Act 2014
2022_IECA_49,Registration of Business Names Act 1963
2022_IECA_50,Courts Act 1981
2022_IECA_51,Criminal Justice Act 1984
2022_IECA_51,Criminal Law (Rape) Act 1981
2022_IECA_51,Offences Against the Person Act
2022_IECA_51,Sex Offenders Act 2001
2022_IECA_52,Criminal Justice Act 1993
2022_IECA_52,Criminal Law Act 1976
2022_IECA_53,Criminal Justice Act 1993
2022_IECA_53,Criminal Justice Act 1999
2022_IECA_54,Child Care Act 1991
2022_IECA_54,Children Act 1997
2022_IECA_54,Constitution (Children) Act 2012
2022_IECA_54,Family Law Act 1995
2022_IECA_54,Hague Convention
2022_IECA_54,Judicial Separation and Family Law Reform Act
2022_IECA_54,Legal Services Regulation Act 2015
2022_IECA_54,United Nations Convention
2022_IECA_56,Companies Act
2022_IECA_56,European Convention
2022_IECA_56,Judicature Act
2022_IECA_56,Legal Services Regulation Act
2022_IECA_57,Criminal Damage Act 1991
2022_IECA_57,Criminal Justice (Public Order) Act 1994
2022_IECA_57,Criminal Justice (Theft and Fraud Offences) Act 2001
2022_IECA_57,Misuse of Drugs Act 1977
2022_IECA_58,European Patent Convention
2022_IECA_58,Patents Act
2022_IECA_6,Birds Directive
2022_IECA_6,EIA Directive
2022_IECA_6,Environment (Miscellaneous Provisions) Act 2011
2022_IECA_6,European Communities (Environmental Impact Assessment) (Agriculture) Regulations 2011
2022_IECA_6,Forestry Act 2014
2022_IECA_6,Habitats Directive
2022_IECA_6,Natura 2000
2022_IECA_6,Occupiers Liability Act 1995
2022_IECA_6,PDR 2001
2022_IECA_6,Planning and Development Act 1963
2022_IECA_6,Planning and Development Act 1976
2022_IECA_6,Planning and Development Act 2000
2022_IECA_6,Planning and Development Regulations 2001
2022_IECA_6,Roads Act 1993
2022_IECA_60,Bankruptcy Act 1988
2022_IECA_60,Companies Act 2014
2022_IECA_60,Judicature Act
2022_IECA_60,Legal Services Regulation Act 2015
2022_IECA_60,Personal Insolvency Act 2012
2022_IECA_61,Criminal Evidence Act 1992
2022_IECA_61,Criminal Justice (Sexual Offences) Act 1993
2022_IECA_61,Criminal Law (Rape) Act 1981
2022_IECA_61,Criminal Procedure Act
2022_IECA_61,Garda Siochana (Stations) Regulations
2022_IECA_62,Criminal Justice (Amendment) Act 2009
2022_IECA_62,Criminal Justice (Theft and Fraud Offences) Act 2001
2022_IECA_62,Criminal Justice Act 2006
2022_IECA_63,Criminal Justice Act 1984
2022_IECA_63,Criminal Justice Act 2006
2022_IECA_63,Misuse of Drugs Act 1977
2022_IECA_64,Montreal Convention
2022_IECA_65,Hague Convention
2022_IECA_7,Dublin Convention
2022_IECA_7,Dublin III Regulation
2022_IECA_7,European Communities Act 1972
2022_IECA_7,European Convention
2022_IECA_7,European Union (Dublin System) Regulations 2018
2022_IECA_7,Geneva Convention
2022_IECA_7,Human Rights Act 2003
2022_IECA_7,International Protection Act 2015
2022_IECA_70,Legal Services Regulation Act 2015
2022_IECA_73,Road Traffic Act 1961
2022_IECA_73,Road Traffic Act 2006
2022_IECA_74,Health Act 1970
2022_IECA_74,Local Government Act 2001
2022_IECA_74,Medical Practitioners Act
